ROWID,PRODUCT_ID,CUSTOMER_ID,PRICE,QUANTITY,TIMESTAMP
12417,6642,36898,,2,2024-04-08 00:43:38.777291
12418,7897,50944,,3,2024-04-08 00:43:38.845994
12419,7157,86511,,4,2024-04-08 00:43:38.914092
12420,7774,65436,,3,2024-04-08 00:43:38.983729
12421,6870,17319,,3,2024-04-08 00:43:39.052333
12422,6504,392,,3,2024-04-08 00:43:39.120922
12423,6972,22040,,5,2024-04-08 00:43:39.190127
12424,8700,35034,,5,2024-04-08 00:43:39.258766
12425,8419,5151,,1,2024-04-08 00:43:39.327299
12426,8978,14158,,2,2024-04-08 00:43:39.395889
12427,8984,62867,,5,2024-04-08 00:43:39.464178
12428,6156,56672,,5,2024-04-08 00:43:39.532387
12429,8840,28138,,4,2024-04-08 00:43:39.600773
12430,8260,82201,,1,2024-04-08 00:43:39.669359
12431,7209,82951,,5,2024-04-08 00:43:39.737022
12432,8543,57859,,3,2024-04-08 00:43:39.805377
12433,8240,66958,,5,2024-04-08 00:43:39.873261
12434,6415,48056,,2,2024-04-08 00:43:39.94146
12435,6697,45408,,3,2024-04-08 00:43:40.009962
12436,7996,67329,,2,2024-04-08 00:43:40.078531
12437,6595,73072,,5,2024-04-08 00:43:40.151114
12438,6977,56498,,5,2024-04-08 00:43:40.221364
12439,7203,65997,,5,2024-04-08 00:43:40.289645
12440,6319,28085,,2,2024-04-08 00:43:40.358052
12441,7923,36693,,5,2024-04-08 00:43:40.427157
12442,5778,72516,,1,2024-04-08 00:43:40.495342
12443,7431,31220,,3,2024-04-08 00:43:40.563748
12444,6654,25702,,2,2024-04-08 00:43:40.632313
12445,8431,76501,,3,2024-04-08 00:43:40.700961
12446,7421,73891,,4,2024-04-08 00:43:40.769384
12447,6055,49106,,1,2024-04-08 00:43:40.837755
12448,5718,53791,,3,2024-04-08 00:43:40.90605
12449,7551,89675,,1,2024-04-08 00:43:40.974329
12450,7672,69539,,1,2024-04-08 00:43:41.042558
12451,7413,44915,,5,2024-04-08 00:43:41.111043
12452,7483,14253,,1,2024-04-08 00:43:41.179556
12453,7737,80983,,4,2024-04-08 00:43:41.248411
12454,6282,73460,,5,2024-04-08 00:43:41.316999
12455,8331,77034,,5,2024-04-08 00:43:41.385536
12456,6068,81316,,4,2024-04-08 00:43:41.454023
12457,8558,59740,,5,2024-04-08 00:43:41.522357
12458,8348,66426,,4,2024-04-08 00:43:41.590514
12459,6762,81859,,4,2024-04-08 00:43:41.658668
12460,7380,69516,,1,2024-04-08 00:43:41.726919
12461,8402,62807,,5,2024-04-08 00:43:41.794976
12462,6402,25926,,2,2024-04-08 00:43:41.863029
12463,8250,77149,,3,2024-04-08 00:43:41.930847
12464,7497,11817,,3,2024-04-08 00:43:41.998849
12465,8360,15960,,2,2024-04-08 00:43:42.067056
12466,8378,23103,,2,2024-04-08 00:43:42.135915
12467,7628,20649,,5,2024-04-08 00:43:42.203816
12468,7511,15128,,1,2024-04-08 00:43:42.272037
12469,5752,8610,,3,2024-04-08 00:43:42.339806
12470,5967,32339,,5,2024-04-08 00:43:42.407699
12471,8750,36425,,4,2024-04-08 00:43:42.475834
12472,8729,55990,,3,2024-04-08 00:43:42.543874
12473,6323,8458,,5,2024-04-08 00:43:42.611948
12474,7097,27884,,5,2024-04-08 00:43:42.679883
12475,6089,29432,,2,2024-04-08 00:43:42.747774
12476,6501,19701,,2,2024-04-08 00:43:42.81586
12477,6798,55159,,4,2024-04-08 00:43:42.88387
12478,8893,34637,,5,2024-04-08 00:43:42.951928
12479,8071,20482,,5,2024-04-08 00:43:43.020239
12480,6441,71718,,4,2024-04-08 00:43:43.088415
12481,8166,3345,,4,2024-04-08 00:43:43.15659
12482,6845,30032,,3,2024-04-08 00:43:43.224563
12483,6915,2403,,3,2024-04-08 00:43:43.292396
12484,8168,38966,,5,2024-04-08 00:43:43.360324
12485,8354,67498,,3,2024-04-08 00:43:43.428119
12486,7627,83172,,5,2024-04-08 00:43:43.496297
12487,8240,4214,,4,2024-04-08 00:43:43.564272
12488,7039,37844,,3,2024-04-08 00:43:43.632026
12489,6458,11123,,3,2024-04-08 00:43:43.700851
12490,8521,40287,,3,2024-04-08 00:43:43.768535
12491,8303,85644,,1,2024-04-08 00:43:43.83659
12492,7484,2886,,1,2024-04-08 00:43:43.904655
12493,6441,7164,,3,2024-04-08 00:43:43.974533
12494,8052,23343,,2,2024-04-08 00:43:44.042472
12495,8810,29572,,1,2024-04-08 00:43:44.110544
12496,8972,4150,,3,2024-04-08 00:43:44.178721
12497,7431,22460,,3,2024-04-08 00:43:44.246923
12498,8660,79501,,2,2024-04-08 00:43:44.315167
12499,5787,73562,,4,2024-04-08 00:43:44.383038
12500,7244,76103,,2,2024-04-08 00:43:44.451097
12501,6196,1456,,2,2024-04-08 00:43:44.518964
12502,8432,9779,,2,2024-04-08 00:43:44.586895
12503,7545,63865,,2,2024-04-08 00:43:44.663058
12504,8172,82419,,2,2024-04-08 00:43:44.730966
12505,7108,7519,,3,2024-04-08 00:43:44.799064
12506,8229,13719,,2,2024-04-08 00:43:44.868187
12507,6643,64860,,5,2024-04-08 00:43:44.936983
12508,8738,2404,,1,2024-04-08 00:43:45.005441
12509,8089,78233,,5,2024-04-08 00:43:45.073909
12510,7709,9400,,2,2024-04-08 00:43:45.14214
12511,6984,82018,,1,2024-04-08 00:43:45.210149
12512,8195,13079,,3,2024-04-08 00:43:45.278158
12513,7862,26715,,3,2024-04-08 00:43:45.346252
12514,7100,22506,,2,2024-04-08 00:43:45.414358
12515,8346,70584,,5,2024-04-08 00:43:45.482568
12516,8270,82927,,2,2024-04-08 00:43:45.550692
12517,8750,17119,,3,2024-04-08 00:43:45.618801
12518,6037,78995,,3,2024-04-08 00:43:45.687261
12519,7069,45209,,2,2024-04-08 00:43:45.755604
12520,5660,83537,,4,2024-04-08 00:43:45.823783
12521,6249,76724,,5,2024-04-08 00:43:45.893003
12522,7299,9095,,5,2024-04-08 00:43:45.961607
12523,6256,38500,,1,2024-04-08 00:43:46.029874
12524,7229,25903,,2,2024-04-08 00:43:46.098161
12525,7262,12484,,3,2024-04-08 00:43:46.166506
12526,7407,87989,,2,2024-04-08 00:43:46.2345
12527,6584,47715,,5,2024-04-08 00:43:46.303124
12528,6006,70006,,4,2024-04-08 00:43:46.371546
12529,7926,32705,,5,2024-04-08 00:43:46.439841
12530,5807,71334,,3,2024-04-08 00:43:46.50817
12531,7270,56791,,1,2024-04-08 00:43:46.576324
12532,6891,75746,,1,2024-04-08 00:43:46.644449
12533,5766,9783,,2,2024-04-08 00:43:46.712617
12534,6988,52529,,2,2024-04-08 00:43:46.781722
12535,6936,48166,,1,2024-04-08 00:43:46.849872
12536,7392,11098,,1,2024-04-08 00:43:46.918022
12537,8798,64522,,4,2024-04-08 00:43:46.986233
12538,5877,52018,,4,2024-04-08 00:43:47.054553
12539,8749,72275,,3,2024-04-08 00:43:47.122919
12540,6914,86730,,1,2024-04-08 00:43:47.191464
12541,8103,63561,,5,2024-04-08 00:43:47.259492
12542,8176,32026,,1,2024-04-08 00:43:47.327547
12543,7452,29619,,1,2024-04-08 00:43:47.39578
12544,8144,13218,,4,2024-04-08 00:43:47.463898
12545,6563,74855,,1,2024-04-08 00:43:47.532158
12546,6981,45975,,1,2024-04-08 00:43:47.600361
12547,7107,6204,,5,2024-04-08 00:43:47.668784
12548,6569,23145,,5,2024-04-08 00:43:47.739608
12549,8804,13980,,2,2024-04-08 00:43:47.80795
12550,8402,69160,,5,2024-04-08 00:43:47.876333
12551,6256,12588,,3,2024-04-08 00:43:47.94464
12552,7880,74469,,4,2024-04-08 00:43:48.013053
12553,7278,34346,,5,2024-04-08 00:43:48.081407
12554,6649,26023,,1,2024-04-08 00:43:48.149768
12555,6381,15883,,3,2024-04-08 00:43:48.21792
12556,6365,84444,,3,2024-04-08 00:43:48.286011
12557,8912,40468,,5,2024-04-08 00:43:48.353977
12558,6446,85814,,5,2024-04-08 00:43:48.422161
12559,8433,55121,,3,2024-04-08 00:43:48.490355
12560,8597,27558,,5,2024-04-08 00:43:48.558665
12561,6639,36439,,5,2024-04-08 00:43:48.627076
12562,8385,79381,,1,2024-04-08 00:43:48.695987
12563,6380,46774,,4,2024-04-08 00:43:48.764401
12564,7578,87531,,5,2024-04-08 00:43:48.832769
12565,8617,50082,,3,2024-04-08 00:43:48.901004
12566,6791,15106,,4,2024-04-08 00:43:48.96932
12567,5958,61146,,1,2024-04-08 00:43:49.037542
12568,7508,41244,,4,2024-04-08 00:43:49.106005
12569,6520,3435,,4,2024-04-08 00:43:49.174496
12570,8502,57388,,5,2024-04-08 00:43:49.242728
12571,8626,56650,,2,2024-04-08 00:43:49.311016
12572,7716,53677,,3,2024-04-08 00:43:49.37913
12573,6720,56939,,1,2024-04-08 00:43:49.447421
12574,8787,14495,,2,2024-04-08 00:43:49.515581
12575,8975,12071,,2,2024-04-08 00:43:49.585863
12576,7936,59020,,1,2024-04-08 00:43:49.654381
12577,7546,82545,,5,2024-04-08 00:43:49.722742
12578,7516,27510,,5,2024-04-08 00:43:49.790971
12579,7422,60723,,5,2024-04-08 00:43:49.859076
12580,6298,32389,,4,2024-04-08 00:43:49.927481
12581,8067,36362,,4,2024-04-08 00:43:49.995785
12582,7017,42243,,2,2024-04-08 00:43:50.064229
12583,6365,26492,,2,2024-04-08 00:43:50.132753
12584,7154,7818,,2,2024-04-08 00:43:50.200939
12585,7612,71236,,3,2024-04-08 00:43:50.269232
12586,7893,58392,,4,2024-04-08 00:43:50.3375
12587,5903,66626,,5,2024-04-08 00:43:50.405764
12588,6368,2091,,3,2024-04-08 00:43:50.47425
12589,8495,75464,,4,2024-04-08 00:43:50.54258
12590,6409,13506,,3,2024-04-08 00:43:50.610996
12591,6984,14930,,3,2024-04-08 00:43:50.67937
12592,8524,20980,,4,2024-04-08 00:43:50.74791
12593,6670,15274,,2,2024-04-08 00:43:50.816219
12594,6387,39013,,4,2024-04-08 00:43:50.884304
12595,7972,58520,,3,2024-04-08 00:43:50.952438
12596,8269,71561,,5,2024-04-08 00:43:51.020928
12597,6814,79403,,1,2024-04-08 00:43:51.089723
12598,7894,29652,,2,2024-04-08 00:43:51.15827
12599,8159,45885,,5,2024-04-08 00:43:51.226512
12600,7695,20792,,4,2024-04-08 00:43:51.294963
12601,6645,1364,,2,2024-04-08 00:43:51.363606
12602,5732,45059,,2,2024-04-08 00:43:51.432128
12603,7903,85955,,3,2024-04-08 00:43:51.501186
12604,8393,11528,,4,2024-04-08 00:43:51.569464
12605,5867,72230,,3,2024-04-08 00:43:51.637498
12606,7478,40820,,3,2024-04-08 00:43:51.70537
12607,8250,29703,,3,2024-04-08 00:43:51.773478
12608,8801,40338,,2,2024-04-08 00:43:51.841147
12609,7931,27738,,2,2024-04-08 00:43:51.909022
12610,8072,65586,,2,2024-04-08 00:43:51.977772
12611,7177,40590,,1,2024-04-08 00:43:52.046137
12612,5888,33585,,3,2024-04-08 00:43:52.114756
12613,7780,32287,,3,2024-04-08 00:43:52.182809
12614,5620,7054,,2,2024-04-08 00:43:52.250997
12615,8388,20287,,3,2024-04-08 00:43:52.318961
12616,6649,64728,,3,2024-04-08 00:43:52.386996
12617,5649,75919,,4,2024-04-08 00:43:52.454819
12618,6644,18390,,5,2024-04-08 00:43:52.522684
12619,8347,69421,,3,2024-04-08 00:43:52.590786
12620,6458,26904,,4,2024-04-08 00:43:52.658845
12621,5778,5876,,5,2024-04-08 00:43:52.726735
12622,5871,10151,,2,2024-04-08 00:43:52.794377
12623,8366,15459,,5,2024-04-08 00:43:52.862245
12624,7866,26874,,1,2024-04-08 00:43:52.930286
12625,5737,6956,,4,2024-04-08 00:43:52.998169
12626,8388,84899,,1,2024-04-08 00:43:53.066142
12627,5852,54300,,3,2024-04-08 00:43:53.1344
12628,7879,80866,,1,2024-04-08 00:43:53.202415
12629,5638,76892,,4,2024-04-08 00:43:53.270615
12630,6615,43289,,3,2024-04-08 00:43:53.34245
12631,6229,78973,,2,2024-04-08 00:43:53.410572
12632,5706,80200,,4,2024-04-08 00:43:53.478821
12633,7960,31018,,1,2024-04-08 00:43:53.546889
12634,7739,68438,,5,2024-04-08 00:43:53.614977
12635,8982,4215,,2,2024-04-08 00:43:53.682907
12636,7537,69657,,4,2024-04-08 00:43:53.751074
12637,6801,50258,,5,2024-04-08 00:43:53.819153
12638,8436,88401,,2,2024-04-08 00:43:53.886965
12639,5871,70919,,5,2024-04-08 00:43:53.955257
12640,7311,19931,,5,2024-04-08 00:43:54.023496
12641,6434,78073,,5,2024-04-08 00:43:54.091687
12642,5631,45173,,1,2024-04-08 00:43:54.15984
12643,7607,77793,,4,2024-04-08 00:43:54.227897
12644,8449,82010,,5,2024-04-08 00:43:54.295914
12645,6454,20959,,1,2024-04-08 00:43:54.363881
12646,8274,85020,,4,2024-04-08 00:43:54.431461
12647,5643,74588,,1,2024-04-08 00:43:54.499208
12648,7411,4950,,3,2024-04-08 00:43:54.567295
12649,6669,38571,,3,2024-04-08 00:43:54.635293
12650,6153,89255,,1,2024-04-08 00:43:54.703384
12651,8064,19556,,4,2024-04-08 00:43:54.771345
12652,8366,44892,,5,2024-04-08 00:43:54.83885
12653,7942,3078,,3,2024-04-08 00:43:54.906863
12654,7587,75409,,1,2024-04-08 00:43:54.97505
12655,8593,46893,,4,2024-04-08 00:43:55.043326
12656,8268,6809,,5,2024-04-08 00:43:55.111438
12657,6589,71490,,3,2024-04-08 00:43:55.181279
12658,5958,74872,,5,2024-04-08 00:43:55.24925
12659,5712,8373,,4,2024-04-08 00:43:55.317206
12660,6368,57232,,5,2024-04-08 00:43:55.385163
12661,6125,16067,,3,2024-04-08 00:43:55.453165
12662,7722,8693,,2,2024-04-08 00:43:55.52103
12663,8250,87665,,3,2024-04-08 00:43:55.589063
12664,7893,8286,,3,2024-04-08 00:43:55.656943
12665,7380,59038,,1,2024-04-08 00:43:55.725085
12666,7761,16324,,4,2024-04-08 00:43:55.793033
12667,8339,78292,,5,2024-04-08 00:43:55.861193
12668,7520,74751,,5,2024-04-08 00:43:55.928979
12669,7060,68394,,3,2024-04-08 00:43:55.997013
12670,6896,46235,,4,2024-04-08 00:43:56.065196
12671,8254,30007,,5,2024-04-08 00:43:56.133277
12672,6926,17150,,2,2024-04-08 00:43:56.201106
12673,7389,22483,,2,2024-04-08 00:43:56.269241
12674,7576,18168,,2,2024-04-08 00:43:56.337112
12675,6074,15612,,3,2024-04-08 00:43:56.405612
12676,6407,47417,,4,2024-04-08 00:43:56.473866
12677,6645,15119,,2,2024-04-08 00:43:56.541862
12678,7819,74176,,1,2024-04-08 00:43:56.610042
12679,6512,84502,,3,2024-04-08 00:43:56.677982
12680,5964,13067,,2,2024-04-08 00:43:56.74594
12681,5987,610,,4,2024-04-08 00:43:56.813901
12682,7718,70178,,2,2024-04-08 00:43:56.882315
12683,6265,84808,,5,2024-04-08 00:43:56.950555
12684,6930,66115,,2,2024-04-08 00:43:57.018748
12685,8532,27445,,4,2024-04-08 00:43:57.087927
12686,7237,23540,,3,2024-04-08 00:43:57.156057
12687,8457,69121,,2,2024-04-08 00:43:57.224297
12688,6202,2277,,3,2024-04-08 00:43:57.292493
12689,7894,30179,,2,2024-04-08 00:43:57.360304
12690,6489,72787,,4,2024-04-08 00:43:57.428586
12691,6515,89241,,3,2024-04-08 00:43:57.49667
12692,6860,42728,,3,2024-04-08 00:43:57.564854
12693,7540,82683,,3,2024-04-08 00:43:57.633201
12694,7290,62288,,4,2024-04-08 00:43:57.701318
12695,8001,70593,,1,2024-04-08 00:43:57.769701
12696,6583,11650,,3,2024-04-08 00:43:57.837808
12697,8532,58267,,5,2024-04-08 00:43:57.90577
12698,7000,28671,,1,2024-04-08 00:43:57.973902
12699,7709,67104,,2,2024-04-08 00:43:58.042125
12700,7314,50704,,4,2024-04-08 00:43:58.110664
12701,7068,51487,,2,2024-04-08 00:43:58.178544
12702,7723,54955,,4,2024-04-08 00:43:58.251994
12703,6326,63214,,4,2024-04-08 00:43:58.320115
12704,6648,25494,,4,2024-04-08 00:43:58.388013
12705,6314,85847,,4,2024-04-08 00:43:58.45579
12706,8323,36929,,2,2024-04-08 00:43:58.523914
12707,6456,18862,,4,2024-04-08 00:43:58.592219
12708,8291,69811,,2,2024-04-08 00:43:58.660187
12709,5994,56510,,1,2024-04-08 00:43:58.728084
12710,7494,89677,,5,2024-04-08 00:43:58.795753
12711,5969,69908,,1,2024-04-08 00:43:58.863625
12712,6318,82060,,1,2024-04-08 00:43:58.933562
12713,6340,53159,,1,2024-04-08 00:43:59.00158
12714,8639,20627,,3,2024-04-08 00:43:59.070115
12715,5887,31156,,4,2024-04-08 00:43:59.1385
12716,7058,11794,,5,2024-04-08 00:43:59.206679
12717,7372,66826,,5,2024-04-08 00:43:59.274801
12718,7484,4851,,1,2024-04-08 00:43:59.342974
12719,7311,46866,,1,2024-04-08 00:43:59.411228
12720,5649,4798,,3,2024-04-08 00:43:59.4796
12721,6349,63910,,4,2024-04-08 00:43:59.547593
12722,5993,67363,,5,2024-04-08 00:43:59.616028
12723,7658,81243,,2,2024-04-08 00:43:59.684215
12724,5923,53808,,5,2024-04-08 00:43:59.752022
12725,7696,16349,,4,2024-04-08 00:43:59.819961
12726,7716,32714,,2,2024-04-08 00:43:59.887935
12727,6862,41857,,4,2024-04-08 00:43:59.955875
12728,8723,15181,,5,2024-04-08 00:44:00.023736
12729,6528,41935,,2,2024-04-08 00:44:00.092052
12730,8537,69381,,5,2024-04-08 00:44:00.160137
12731,7540,32062,,5,2024-04-08 00:44:00.228145
12732,7158,15504,,3,2024-04-08 00:44:00.296071
12733,5807,70329,,4,2024-04-08 00:44:00.363935
12734,8642,70532,,1,2024-04-08 00:44:00.431894
12735,6457,48473,,2,2024-04-08 00:44:00.499906
12736,8564,53331,,2,2024-04-08 00:44:00.568274
12737,6417,70576,,4,2024-04-08 00:44:00.636755
12738,6354,15434,,1,2024-04-08 00:44:00.706064
12739,8617,69947,,3,2024-04-08 00:44:00.776387
12740,8570,51140,,5,2024-04-08 00:44:00.844185
12741,5650,12431,,3,2024-04-08 00:44:00.912278
12742,8192,54209,,3,2024-04-08 00:44:00.980385
12743,5643,67936,,2,2024-04-08 00:44:01.048999
12744,5918,58519,,5,2024-04-08 00:44:01.117271
12745,6607,86146,,2,2024-04-08 00:44:01.185298
12746,5778,28150,,1,2024-04-08 00:44:01.253655
12747,5807,29185,,3,2024-04-08 00:44:01.322056
12748,7232,334,,1,2024-04-08 00:44:01.390821
12749,6049,76996,,5,2024-04-08 00:44:01.466941
12750,6988,66265,,2,2024-04-08 00:44:01.535467
12751,6797,70271,,2,2024-04-08 00:44:01.610583
12752,5932,47360,,2,2024-04-08 00:44:01.685419
12753,5760,38276,,1,2024-04-08 00:44:01.753729
12754,5946,13056,,2,2024-04-08 00:44:01.822272
12755,6599,78127,,5,2024-04-08 00:44:01.890693
12756,7873,40177,,1,2024-04-08 00:44:01.964643
12757,6463,13190,,1,2024-04-08 00:44:02.033316
12758,7640,82377,,3,2024-04-08 00:44:02.102328
12759,5708,83504,,1,2024-04-08 00:44:02.170637
12760,7637,82375,,2,2024-04-08 00:44:02.239277
12761,6351,70321,,2,2024-04-08 00:44:02.308003
12762,6318,23913,,5,2024-04-08 00:44:02.376514
12763,7098,82756,,2,2024-04-08 00:44:02.444908
12764,5843,89690,,4,2024-04-08 00:44:02.51349
12765,6235,6539,,4,2024-04-08 00:44:02.581782
12766,6866,79002,,1,2024-04-08 00:44:02.649984
12767,6073,40578,,3,2024-04-08 00:44:02.718835
12768,7913,72064,,2,2024-04-08 00:44:02.787188
12769,7561,21321,,3,2024-04-08 00:44:02.855848
12770,6787,2708,,4,2024-04-08 00:44:02.924042
12771,8398,72373,,2,2024-04-08 00:44:02.992441
12772,7766,35504,,5,2024-04-08 00:44:03.061138
12773,7353,39909,,4,2024-04-08 00:44:03.129554
12774,8683,28099,,3,2024-04-08 00:44:03.200206
12775,8620,58198,,4,2024-04-08 00:44:03.268797
12776,7962,14358,,2,2024-04-08 00:44:03.337017
12777,8251,75242,,4,2024-04-08 00:44:03.405409
12778,7783,58564,,2,2024-04-08 00:44:03.473767
12779,8602,49586,,2,2024-04-08 00:44:03.542177
12780,8105,84109,,5,2024-04-08 00:44:03.610568
12781,8816,31747,,4,2024-04-08 00:44:03.678859
12782,6573,33740,,1,2024-04-08 00:44:03.747262
12783,6459,11095,,5,2024-04-08 00:44:03.815405
12784,8388,39601,,1,2024-04-08 00:44:03.883663
12785,8218,9095,,4,2024-04-08 00:44:03.952223
